"Index","AA","AXP","BA","BAC","CAT","CSCO","CVX","DD","DIS","GE","HD","HPQ","IBM","INTC","JNJ","JPM","KFT","KO","MCD","MMM","MRK","MSFT","PFE","PG","T","TRV","UTX","VZ","WMT","XOM"
2009-10-15,14.19,34.77,50.06,18.03,53.03,24.37,73.29,32.76,28.58,16.22,26.26,47.58,125.02,19.9,58.4,46.87,25.37,52.87,55.88,74.37,31.59,26.05,16.79,55.11,23.99,46.93,62.52,27,49.55,70.61
2009-10-16,13.87,34.19,51.44,17.2,52.83,24.02,73.4,32.32,28.75,15.54,26.22,47.95,118.82,19.43,57.94,45.78,25.75,52.95,56.44,73.64,31.51,25.85,16.89,55.31,23.79,47.04,63,26.8,49.82,70.78
2009-10-19,13.9,34.96,51.69,17.1,56.01,24.25,74.21,32.81,29.21,15.31,26.58,48.05,120.21,19.65,58.61,45.7,25.93,52.74,56.92,73.93,32,25.71,17.09,55.64,24.07,47.17,63.53,26.86,50.47,71.27
2009-10-20,13.63,34.65,50.18,16.95,57.71,24.11,73.61,32.1,28.7,15.06,25.94,48.31,119.98,19.43,58.07,45.75,25.95,52.05,56.57,73.57,31.99,25.72,17.04,55.97,24.06,46.84,63.49,26.71,50.28,70.69
2009-10-21,13.66,34.34,48.96,16.45,56.54,23.96,73.55,31.69,28.58,15.01,25.32,47.8,118.07,19.12,57.8,44.38,26.13,52.05,56.01,73.94,31,25.92,16.55,55.78,24.01,46.42,63.49,26.92,49.24,70.97
2009-10-22,13.87,35.65,49.39,16.46,57.28,24.18,73.86,32.27,28.79,14.82,25.7,47.9,119.85,19.37,58.4,45.43,25.83,52.13,57.13,76.32,31.18,25.93,16.69,56.4,24.16,49.97,63.98,26.91,49.1,72.06
2009-10-23,13.57,33.83,48.25,16.16,56.17,24.17,73.28,31.49,28.25,14.69,25.27,48.13,117.57,19.04,58.02,44.95,25.77,51.25,57.06,75.38,30.77,27.33,16.4,55.92,23.82,49.59,63.89,26.76,49.06,71.22
2009-10-26,13.12,34.12,46.7,15.34,55.65,23.7,72.1,30.72,28.02,14.5,25.11,47.44,117.33,19.09,57.59,43.55,25.44,51.24,56.84,74.41,30.38,27.97,16.27,55.2,23.43,49.53,62.94,26.56,48.47,70.89
2009-10-27,12.66,35.17,46.18,15.39,55.28,23.54,73.19,30.97,27.55,14.43,25.01,46.89,117.86,19,57.52,43.63,25.47,51.46,56.67,73.62,30.77,27.88,16.41,55.47,23.7,49.36,62.22,27.08,48.5,72.52
2009-10-28,11.79,33.92,45.67,14.96,53.08,23.02,72.52,30.41,26.64,13.93,24.25,46.52,118.69,18.32,57.09,42.42,25.68,51.51,56.3,72.13,30.41,27.33,16.36,55.52,24.14,48.81,60.79,27.78,48.53,71.48
2009-10-29,12.85,35.65,47.2,15.67,55.83,23.52,74.49,31.25,27.52,14.37,24.92,47.93,120.02,18.5,57.37,44.08,26.25,52.07,56.78,73.12,29.7,27.52,16.68,57.76,24.28,50.18,61.73,27.86,49.02,71.6
2009-10-30,12.27,34.08,46.23,14.53,53.69,22.81,73.14,30.16,26.77,13.78,24.13,47.04,117.82,18.4,56.59,41.52,26.22,51.32,56.27,71.27,29.34,27.04,16.19,56.27,23.76,48.13,59.66,27.44,48.32,69.38
2009-11-02,12.33,34.9,46.68,14.58,54.11,23,73.24,30.58,26.8,13.98,24.11,47.74,117.77,18.3,57.01,42.32,26.34,51.71,56.8,71.95,29.66,27.19,16.11,57.19,23.69,48.52,60.83,27.27,48.9,69.84
2009-11-03,12.51,35.26,46.52,14.75,55.06,22.91,73.29,30.85,27.01,13.84,24.05,47.09,118.35,17.81,56.48,42.44,26.24,51.13,56.88,71.74,29.1,26.85,16.05,56.83,23.48,48.41,61.36,26.96,48.53,69.45
2009-11-04,12.39,35.18,46.9,14.65,54.82,23.29,72.89,30.51,27.41,13.71,24.01,47.34,118.48,18.03,57.04,41.95,25.41,51.49,57.89,71.75,30.97,27.37,16.25,57.27,23.63,48.49,61.73,26.99,49,69.02
2009-11-05,12.77,36.92,48.56,15.08,56.55,23.93,73.81,31.63,28.36,13.94,24.65,48.42,120.25,18.32,57.48,43.6,25.75,52.37,59.03,73.1,31.03,27.77,16.33,58.67,24.01,48.95,63.54,27.18,49.88,70.18
2009-11-06,12.77,36.4,48.47,15,56.17,23.82,74.09,31.63,27.93,14.81,25.09,48.73,121.17,18.36,57.79,43.21,25.52,52.45,59.26,73.05,30.92,27.82,16.27,59.22,24,50.17,63.17,27.41,49.85,70.26
2009-11-09,13.21,38.2,50.1,15.71,58.51,23.99,74.21,32.8,28.36,15.32,25.79,49.55,123.63,18.88,58.22,44.08,25.28,53.41,60.14,74.78,31.72,28.27,16.73,60.01,24.38,51.81,64.79,27.98,50.58,70.93
2009-11-10,13.34,38.82,49.09,15.97,58.47,23.65,74.86,32.38,28.48,15.25,25.8,49.52,124.53,18.92,58.68,43.9,25.54,53.72,59.8,75.55,31.89,28.29,16.85,60.02,24.4,52.13,64.79,28.11,50.88,70.7
2009-11-11,13.3,39.18,49.44,16.37,58.57,23.92,75.02,32.71,28.64,15.3,26.27,49.56,124.8,19.25,58.33,44.05,25.55,54.03,60.33,75.52,31.52,28.4,16.91,60.37,24.48,52.5,65.02,28.16,51.52,70.99
2009-11-12,13.08,38.64,49.05,16,57.12,23.4,73.98,32.48,28.41,15.22,26.2,49.26,123.89,19.09,58.6,43.04,25.57,53.85,59.69,74.79,31.29,28.63,16.91,59.47,24.34,51.37,64.76,27.97,51.78,70.01
2009-11-13,13.06,39.47,49.44,15.92,57.32,23.71,74.48,32.91,29.77,15.13,26.3,49.47,124.65,19.23,58.87,42.64,25.64,54.35,61.05,74.9,31.4,28.9,16.88,59.77,24.3,51.5,66.01,27.94,51.74,70.56
2009-11-16,13.48,40.54,51.2,15.81,58.9,23.87,75.78,33.51,30.02,15.46,26.6,50.37,125.8,19.62,59.6,42.78,26.33,54.62,61.96,75.58,32.08,28.81,17.22,60.41,24.34,51.17,67.32,28.13,51.7,72.47
2009-11-17,13.63,40.46,51.25,15.71,58.39,24.09,75.97,33.85,30.19,15.48,25.96,50.87,126.22,19.71,59.58,42.9,26.34,54.74,61.04,76.31,32.53,29.39,17.22,60.45,24.33,51.38,67.89,28.42,52.19,73.05
2009-11-18,13.63,40.66,50.75,16.29,57.93,24,76.08,33.81,29.99,15.55,26.25,50.04,125.74,19.52,59.72,43.12,25.97,54.47,61.43,75.85,33.34,29.5,17.46,60.55,24.36,51.38,67.17,28.43,52.67,73.29
2009-11-19,13.1,40.24,50.18,16.02,57.15,23.68,74.56,33.18,29.54,15.23,26.08,49.38,125.15,18.72,59.83,42.29,25.7,54.75,60.88,75.32,33.52,29.17,17.38,60.3,24.17,50.92,66.39,28.3,53.05,72.68
2009-11-20,13.01,40.04,50.44,16.03,56.51,23.46,74.01,33.1,29.35,15.06,26.14,49.6,124.58,18.66,60.19,42.2,25.89,55.33,61.42,74.72,34.59,29.02,17.62,59.96,24.09,50.63,66.35,28.22,52.79,72.42
2009-11-23,12.94,40.72,51.35,16.23,56.7,23.9,75.91,33.34,29.81,15.48,26.46,50.57,125.79,18.82,60.55,43.02,26.05,56.06,61.44,75.79,34.55,29.33,17.78,60.86,24.79,51.2,67.1,29.06,53.18,73.71
2009-11-24,12.8,40.54,50.7,16.04,56.56,23.74,76.19,33.25,29.56,15.58,26.51,49.75,125.53,18.81,61.03,42.22,25.94,56.02,61.66,75.67,34.36,29.3,17.57,60.93,25.09,51.32,66.65,29.56,53.35,73.97
2009-11-25,12.88,40.81,51.64,15.89,57.57,23.74,76.77,33.71,29.93,15.64,26.79,49.61,124.89,18.76,61.14,41.9,25.54,55.94,61.88,75.96,34.69,29.18,17.84,61,25.07,51,66.69,29.7,53.45,74.46
2009-11-27,12.54,39.95,51.17,15.41,56.02,23.38,75.36,32.99,29.68,15.4,26.56,48.64,123.34,18.54,60.75,41.08,25.38,55.43,61.59,74.83,34.43,28.62,17.51,60.62,24.99,49.93,65.6,29.33,53.13,72.9
2009-11-30,12.4,40.92,51.13,15.79,56.94,23.4,75.23,33.16,29.55,15.48,26.32,48.63,123.98,18.63,60.7,42.23,25.33,55.45,61.25,75.5,34.35,28.81,17.44,60.49,24.94,50.64,65.64,29.18,53.06,73.09
2009-12-01,12.68,40.4,52.41,15.84,58.2,23.92,76.22,33.66,30.05,15.63,27.16,49.16,125.54,19.07,61.35,41.96,25.25,56.31,61.53,76.66,34.99,29.4,18.09,61.03,25.16,50.84,66.38,29.99,53.25,74.04
2009-12-02,13.51,40.15,52.47,15.6,57.48,23.87,75.9,33.93,30.11,15.53,27.48,48.55,124.82,19.13,61.7,41.67,25.35,56.19,60.53,76.45,34.91,29.17,17.98,61.31,25.32,50.89,66.53,30.28,53.08,73.79
2009-12-03,13.15,38.02,52.46,15.71,56.75,23.83,75.15,33.4,29.66,15.46,27.09,48.53,125.16,19.28,61.97,41.15,25.17,55.52,60.01,75.22,34.88,29.22,17.89,60.69,25.48,49.72,65.66,30.32,52.95,73.02
2009-12-04,12.87,38.44,53.35,16.23,56.85,24.16,75.26,31.02,30.16,15.65,27.23,49.35,124.86,19.85,62.17,41.49,25.32,55.73,59.65,76.28,34.82,29.37,17.74,60.73,25.55,49.34,66.7,30.33,52.75,72.3
2009-12-07,12.93,38.55,54.46,15.84,56.13,24.21,75.36,31.07,30.31,15.54,27.37,48.78,124.65,19.76,62.18,41,25.42,56.1,59.97,75.96,34.82,29.18,17.33,60.61,25.89,48.88,67.22,30.84,53.43,71.83
2009-12-08,12.75,38.28,54.3,15.36,54.98,23.81,74,30.34,30,15.19,26.84,48.51,124.42,19.39,62.06,40.96,25.4,55.92,58.7,75.18,34.49,28.97,17.04,60.02,25.56,48.57,66.61,30.97,52.92,71.03
2009-12-09,12.96,39.01,54.12,15.34,54.78,23.86,74.29,30.3,30.02,15.13,26.72,49.51,125.98,19.41,62.19,40.94,25.45,56.06,58.69,77.75,35.24,29.1,17.5,60.38,25.51,48.75,65.81,30.88,52.85,70.87
2009-12-10,13.37,39.35,53.67,15.16,55.53,23.94,74.63,30.6,30.96,15.08,27.15,49.7,126.91,19.55,62.56,41.02,25.42,56.79,59.12,78.66,35.61,29.26,17.58,60.38,25.7,49.39,66.32,31.22,53.46,70.49
2009-12-11,14.47,39.84,54.24,15.58,56.08,23.77,74.96,30.91,31.36,15.38,27.63,49.61,127.25,19.3,62.64,40.71,25.53,57.31,59.71,79.71,35.53,29.24,17.56,60.48,25.93,49.33,67.75,31.28,53.42,70.91
2009-12-14,14.68,40.38,54.68,15.58,56.85,23.84,74.48,31.36,31.49,15.41,28,50.32,127.49,19.38,62.75,41.52,25.7,57.24,60.18,79.86,36.2,29.5,17.66,61.13,25.97,49.64,68.25,31.11,52.85,67.86
2009-12-15,14.54,40.07,54.31,15.14,56.75,23.48,74.59,30.87,31.83,15.22,28.15,50.62,126.08,19.21,62.53,40.61,25.56,57.26,60.04,80.63,36.42,29.41,17.55,60.27,25.55,49.05,68.58,30.61,52.77,67.35
2009-12-16,14.76,40.37,53.79,15.23,56.78,23.45,75.09,31.32,32.08,15.16,28.09,50.99,126.29,18.8,62.59,41.11,25.87,56.64,60.45,79.68,36.18,29.49,17.67,60.31,25.48,48.36,68.58,30.33,52.12,66.63
2009-12-17,14.36,39.57,53.14,14.82,56.1,23.18,74.02,30.7,31.58,15.26,27.93,50.2,125.01,18.5,62.27,40.02,25.61,55.24,59.96,78.46,35.73,29,17.48,59.75,25.2,47.07,67.93,30.43,51.57,66.42
2009-12-18,14.44,39.63,52.14,14.99,55.77,23.33,74.13,30.57,31.6,15.06,27.79,51.13,125.51,19.04,62.18,40.7,25.74,55.18,60.21,78.94,35.84,29.74,17.56,59.71,25.29,46.84,67.81,30.42,51.66,66.41
2009-12-21,15.58,40.13,52.98,15.23,56.17,23.64,74.71,30.83,32.05,15.05,28.09,51.62,126.23,19.49,62.14,41.64,25.72,55.43,60.68,79.39,36.12,29.9,17.86,59.47,25.49,47.35,67.71,30.62,52.2,66.71
2009-12-22,15.64,40.52,53.76,15.28,56.45,23.75,74.7,31.36,31.96,14.96,28.41,52.08,127.49,19.44,62.33,41.68,26,55.52,60.98,79.91,36.18,30.19,17.86,59.47,25.83,47.62,67.7,30.79,52.14,66.76
2009-12-23,15.85,40.31,53.62,15.14,56.87,23.78,74.27,31.71,32.08,14.99,28.13,52.11,127.56,19.5,62.37,41.31,26.07,55.54,61.36,80.13,35.7,30.29,17.83,59.48,25.96,47.85,67.86,30.82,52.12,66.46
2009-12-24,16.19,40.77,54.13,15.2,56.88,23.96,74.64,32.05,31.94,15.02,28.29,52.49,128.12,19.72,62.5,41.63,26.26,55.69,61.42,80.49,35.45,30.37,17.85,59.45,26.01,48.59,68.69,30.94,52.39,66.85
2009-12-28,15.95,40.16,53.8,15.24,57.06,24.08,74.97,32.32,31.56,14.92,28.3,52.38,129.83,19.69,62.73,41.47,26.46,55.69,61.6,81.36,35.74,30.53,17.88,59.42,26.23,48.48,68.79,31.06,52.77,67.26
2009-12-29,15.88,39.99,53.86,15.08,56.74,24.1,74.43,32.49,32.03,15.02,28.39,52.19,129.37,19.79,62.73,41.24,26.43,55.98,61.58,82.03,35.56,30.75,17.81,59.74,26.23,48.52,68.63,31,52.89,67.03
2009-12-30,16.15,39.91,53.62,15.03,56.61,24.18,74.86,32.66,31.93,14.93,28.25,52.55,130.08,19.97,62.7,41.28,26.47,55.92,60.9,81.8,35.52,30.33,17.75,59.54,26.22,48.9,68.81,30.99,53.08,66.96
2009-12-31,15.97,39.64,52.81,15.02,55.57,23.94,74.22,32.29,31.9,14.72,28.06,51.14,128.44,19.79,62.22,41.42,26.17,55.26,60.47,80.6,35.02,29.86,17.46,58.82,25.95,48.51,67.76,30.72,52.25,66.39
2010-01-04,16.49,40.03,54.81,15.64,57.1,24.69,76.22,32.86,31.72,15.03,27.81,52.07,129.96,20.25,62.48,42.64,26.41,55.3,60.8,80.94,35.47,30.32,18.17,59.3,26.46,48.46,69.93,30.86,53.01,67.33
2010-01-05,15.98,39.94,56.61,16.15,57.78,24.58,76.75,32.54,31.64,15.1,28.01,52.29,128.39,20.25,61.75,43.47,27.7,54.63,60.33,80.44,35.61,30.33,17.91,59.32,26.33,47.31,68.88,30.92,52.48,67.59
2010-01-06,16.81,40.59,58.32,16.34,57.95,24.42,76.76,32.65,31.48,15.03,27.91,51.81,127.56,20.18,62.25,43.7,27.9,54.61,59.51,81.58,36.09,30.14,17.85,59.04,25.94,46.64,68.52,30.03,52.37,68.18
2010-01-07,16.45,41.24,60.68,16.88,58.19,24.53,76.48,32.98,31.49,15.8,28.24,51.83,127.12,19.98,61.81,44.57,27.83,54.47,59.95,81.64,36.15,29.83,17.78,58.72,25.65,47.31,68.81,29.85,52.39,67.96
2010-01-08,16.86,41.22,60.1,16.73,58.84,24.66,76.61,32.55,31.54,16.15,28.11,52.21,128.39,20.21,62.02,44.46,27.86,53.47,59.89,82.21,36.13,30.03,17.93,58.64,25.46,47.25,68.95,29.87,52.13,67.69
2010-01-11,17.29,40.74,59.39,16.88,62.54,24.59,77.97,32.86,31.02,16.3,27.31,52.05,127.05,20.32,62.03,44.31,27.73,54.55,60.35,81.88,36.28,29.65,18.07,58.4,25.34,47.23,70.45,29.99,52.99,68.45
2010-01-12,15.37,41.28,58.96,16.31,60.69,24.2,77.52,32.61,30.49,16.31,27.14,51.6,128.06,19.99,62.36,43.28,28.2,55.14,60.68,81.95,35.99,29.46,18.01,59.07,25.33,47.53,70.04,30.02,53.5,68.11
2010-01-13,15.83,41.41,59.67,16.57,60.78,24.64,76.93,32.9,30.95,16.37,27.28,51.85,127.79,20.33,62.76,44.03,28.15,55.29,60.61,81.68,37.31,29.73,18.43,59.69,25.03,47.69,70.84,29.98,53.77,67.84
2010-01-14,15.66,41.93,60.06,16.77,60.44,24.95,76.69,32.69,30.68,16.24,27.45,52.13,129.83,20.84,62.88,44.47,28.04,55.39,60.67,81.41,38.33,30.33,18.6,59.74,24.61,47.95,71.08,29.37,52.99,67.85
2010-01-15,15.48,41.65,59.34,16.21,59.03,24.4,76.38,32.62,30.27,15.99,27.71,52.09,129.31,20.18,62.36,43.47,28.48,54.57,60.31,81.28,37.83,30.23,18.7,59.01,24.23,47.47,70.28,28.77,52.47,67.29
2010-01-19,15.47,42.21,59.17,16.27,59.82,24.85,76.81,33.41,30.67,16.09,28.01,52.37,131.62,20.42,63.12,43.07,28.32,54.7,61.48,82.99,38.93,30.47,19.19,59.88,24.62,48.09,70.57,29.38,52.81,67.45
2010-01-20,15.09,42.23,58.73,16.44,58.67,24.41,75.34,33.11,30.85,16.05,27.8,51.84,127.8,20.45,62.93,43.19,27.71,53.81,61.02,82.6,39.32,29.97,19.13,59.07,24.27,47.61,69.73,28.89,52.65,66.24
2010-01-21,14.12,41.42,57.76,15.42,55.82,23.98,73.5,31.79,30.28,15.58,27.62,50.92,126.58,20.22,61.79,40.34,27.19,52.71,61.2,80.63,38.41,29.4,18.46,58.47,24.12,47.63,68.46,28.82,51.73,64.94
2010-01-22,13.27,37.91,56.36,14.86,53.26,22.97,71.91,31.17,29.66,15.67,26.88,48.94,123.14,19.31,61.05,38.97,26.84,52.58,61.39,79.44,37.25,28.37,18.19,58.93,23.86,47,67.44,28.54,51.75,64.36
2010-01-25,13.26,37.13,56.37,14.94,54.14,22.99,71.87,31.48,29.6,15.92,26.79,49.7,123.75,19.71,61.07,39.02,26.66,52.69,61.1,79.78,37.15,28.72,18.09,59.24,24.03,47.57,66.96,28.86,51.69,64.12
2010-01-26,13.41,37.43,56.3,14.73,54.83,22.9,71.48,31.46,29.34,15.9,26.89,49.38,123.39,19.4,60.65,38.25,26.73,52.49,61.79,79.59,36.98,28.9,18.02,59.3,23.8,48.87,66.84,28.38,52.4,64.18
2010-01-27,13.17,37.99,60.42,15.14,52.47,23.15,71.05,31.52,29,15.85,27,49.1,123.96,19.63,61.28,39.14,27.3,52.85,61.72,80.24,37.03,29.06,18.23,59.42,24.07,49.52,66,28.1,52.2,63.81
2010-01-28,12.8,36.77,61.03,15.32,50.92,22.52,70.6,31,29.03,15.72,26.52,47.45,121.43,19.32,61.63,39.29,27,52.53,60.85,78.73,36.39,28.57,17.88,60.27,24,48.91,65.77,27.59,51.43,63.25
2010-01-29,12.61,37,59.12,15.13,51.29,22.47,69.52,31.28,29.23,15.64,27.17,46.73,120.09,18.82,60.72,38.75,26.64,52.59,60.46,78.48,36.59,27.61,17.91,60.14,23.83,49.3,65.88,27.68,52.23,62.73
2010-02-01,13.23,37.54,60.2,15.37,51.98,22.73,70.93,32.28,29.2,15.8,27.53,47.49,122.33,19.02,60.94,39.44,27.02,52.72,61.87,78.43,36.71,27.83,18.03,60.57,23.85,49.32,65.94,27.86,52.28,64.44
2010-02-02,13.54,38.34,60.43,15.55,52.58,23.02,71.77,32.25,29.66,16.39,28.16,48.24,123.17,19.31,61.81,40.35,27.44,53.37,62.01,78.42,37.9,27.88,18.46,61.46,24.14,49.71,66.41,27.97,52.29,65.2
2010-02-03,13.39,37.66,60.37,15.48,52.42,23.07,70.58,32.12,30.42,16.22,27.61,48.38,123.3,19.24,61.46,40.09,27.42,53.19,63.15,79.46,37.11,28.05,18.04,61.22,24.03,49.2,66.62,27.46,53.05,64.85
2010-02-04,12.82,36.87,58.27,14.71,50.47,23.16,68.8,31.19,29.35,15.6,27.09,46.69,120.69,18.6,60.51,38.16,27.34,51.8,62.04,77.23,35.56,27.27,17.46,60,23.52,48.39,64.8,26.93,51.78,63.02
2010-02-05,13.08,37.19,57.36,14.96,50.81,23.7,68.62,31.39,29.22,15.36,27.14,46.98,121.2,19.04,60.51,38.11,27.39,51.47,61.37,76.58,35.2,27.45,17.4,59.9,23.72,48.92,64.92,27.04,52.25,63.09
2010-02-08,12.97,36.15,56.86,14.44,49.86,23.5,67.61,30.87,29.16,15.17,27.73,47.25,120.13,18.92,60.24,37.51,27.31,51.04,60.93,75.59,35.07,27.15,17.28,59.62,23.47,47.72,63.85,26.69,51.74,63.06
2010-02-09,13.18,36.88,58.68,14.43,52.56,23.89,68.74,31.53,29.52,15.17,28,47.77,121.44,19.21,60.62,38.2,27.83,52.36,61.56,76.75,34.95,27.44,17.32,60.35,23.73,48.23,64.94,27.05,52.05,63.9
2010-02-10,13.06,37.09,58.48,14.63,52.18,23.76,68.2,31.45,29.71,15.26,27.79,47.68,121.04,19.25,60.59,38.68,27.86,52.15,61.25,76.65,34.69,27.42,17.18,60.26,23.6,48.35,65.06,27.16,52.04,63.55
2010-02-11,13.48,37.62,59.52,14.59,55.13,23.93,69.15,31.61,29.83,15.34,28.12,48.27,121.95,19.62,60.77,38.83,27.92,52.56,61.78,78.26,35.35,27.55,17.31,60.54,23.67,48.84,65.12,27.32,51.89,63.94
2010-02-12,13.18,37.75,58.59,14.41,55.18,23.76,69.11,31.35,29.74,15.12,28.13,48.11,122.22,19.98,60.58,38.76,28.01,52.33,61.58,77.2,35.38,27.36,17.24,60.35,23.56,49.09,64.13,27.22,51.71,63.51
2010-02-16,13.64,38.93,60.17,15.12,56.08,24,71.04,31.8,30.14,15.6,28.55,49.09,123.43,20.26,61.44,39.87,27.9,53.15,61.99,78.46,36.09,27.9,17.16,61.39,23.79,50.21,64.75,27.45,52.36,64.96
2010-02-17,13.5,38.37,60.72,15.61,56.45,24.07,70.89,32.18,30.53,15.71,29.12,49.76,124.51,20.2,61.8,39.84,27.57,53.64,62.23,78.65,35.79,28.14,17.12,61.41,23.87,50.35,66.17,27.41,52.84,64.45
2010-02-18,13.51,38.46,61.78,15.83,56.76,24.28,71.65,32.65,30.68,15.8,29.39,50.45,125.97,20.38,62.33,40.21,27.74,54.2,62.44,79.6,35.74,28.51,17.17,61.94,23.72,51.31,66.92,27.42,52.27,64.64
2010-02-19,13.43,38.38,62.46,15.83,57.19,24.36,72.07,33.05,30.89,15.73,29.24,50.43,125.36,20.36,62.11,39.83,27.85,54.02,62.7,80,35.93,28.31,17.43,62,23.58,51.45,67.32,27.3,52.29,64.55
2010-02-22,13.44,38.25,62.84,16.16,56.97,24.3,71.01,33,30.78,15.8,29.41,50.2,125.03,20.41,61.8,40.65,27.88,53.69,62.72,79.18,35.58,28.28,17.39,61.97,23.51,51.61,67.21,27.28,52.62,64.09
2010-02-23,13.08,37.27,61.66,15.89,55.63,24.05,70.11,32.71,30.59,15.51,29.82,49.76,124.64,19.94,61.62,39.68,28.05,53.16,62.82,78.23,34.99,27.88,17.12,61.77,23.33,50.94,66.61,27.04,52.41,63.64
2010-02-24,12.97,37.74,62.35,16.28,55.92,24.34,70.4,33,31.05,15.68,30.42,50.43,125.75,20.24,61.76,40.65,27.97,53.48,63.2,78.58,35.39,28.18,17.25,62.43,23.41,51.36,67.42,27.25,52.71,64.24
2010-02-25,13.21,37.37,61.76,16.5,55.76,24.33,70.18,32.55,31.02,15.58,30.42,50.55,125.24,20.17,61.59,40.44,27.74,51.5,62.88,78.26,35.05,28.15,17.14,62.24,23.27,51.32,67.47,27.17,52.93,63.84
2010-02-26,13.2,37.52,62.04,16.61,56.01,24.33,70.37,32.75,30.9,15.72,30.26,50.43,125.33,20.07,61.32,41.76,27.38,51.11,62.36,78.66,35.35,28.22,17,61.83,23.31,51.17,67.45,27.22,52.85,63.7
2010-03-01,13.21,37.46,62.87,16.66,56.8,24.6,70.86,33.05,31.2,15.56,30.48,51.17,126.72,20.41,61.7,41.62,27.66,51.64,62.49,79.08,35.72,28.56,17.19,62.06,23.49,51.64,68.42,27.27,52.69,64.09
2010-03-02,13.14,37.72,63.3,16.41,57.09,24.61,71.36,33.05,31.54,15.56,30.42,50.75,125.59,20.24,61.75,41.42,27.84,51.67,62.57,79.62,35.83,28.01,17.05,62.25,23.38,51.85,68.53,27.53,52.38,64.18
2010-03-03,13.24,37.61,63.31,16.33,57.51,24.84,71.17,33.27,31.3,15.69,30.52,50.73,125.05,20.06,61.71,41.33,27.9,52.28,62.14,79.49,35.66,28.01,16.78,62.1,23.39,51.68,68.38,27.41,52.45,64.12
2010-03-04,13.33,38.21,64.39,16.36,57.39,24.95,71.12,33.56,32.22,15.77,30.49,51.14,124.9,20.07,61.87,41.71,28,52.81,61.95,79.51,35.6,28.18,16.79,62.21,23.45,52.1,69.14,27.54,52.75,64.09
2010-03-05,13.74,39.5,66.73,16.66,58.15,25.21,72.31,33.96,32.86,16,30.84,51.66,125.42,20.33,62.33,42.6,28.25,53.03,62.18,80.91,35.93,28.14,16.93,62.23,23.48,52.48,70.01,27.5,52.92,65.14
2010-03-08,13.68,39.01,66.05,16.7,57.84,26.13,72.64,34.35,32.83,15.92,31,51.36,124.59,20.31,62.49,42.38,28.09,52.8,63.6,79.8,35.8,28.18,16.81,61.75,23.75,52.67,69.52,27.88,52.93,65.15
2010-03-09,13.57,39,66.59,16.76,58.1,26.13,72.31,34.23,32.95,16.14,30.95,51.51,123.74,20.48,62.55,42.21,28.15,52.53,63.58,80.46,35.5,28.34,16.69,61.85,24.02,52.44,70.53,28.14,52.84,65.45
2010-03-10,13.47,39.02,68.77,17.07,57.71,25.87,71.98,34.19,32.97,16.16,30.98,51.41,123.81,20.72,62.57,42.72,28.29,52.55,63.42,80.04,35.14,28.51,16.61,61.57,23.98,51.78,70.54,27.99,52.72,65.88
2010-03-11,13.54,39.41,68.83,17.08,57.83,25.97,72.01,34.33,33.44,16.13,31.39,51.65,125.76,20.78,62.51,42.97,28.33,52.39,63.69,79.75,35.72,28.72,16.75,61.73,24.05,52.49,70.78,28.07,53.05,65.88
2010-03-12,13.5,40.05,68.59,16.81,59.26,25.88,71.75,34.47,33.33,16.68,31.71,51.98,126.1,20.8,62.47,42.94,28.36,52.14,64,79.87,35.99,28.81,16.54,61.87,24.07,52.04,70.28,27.97,52.98,65.47
2010-03-15,13.41,39.99,68.17,16.81,58.39,26.08,71.6,34.46,33.36,16.92,31.94,52.12,125.99,20.7,62.85,42.86,28.46,52.44,64.39,79.75,36.56,28.83,16.72,62.24,24.22,51.62,70.59,28.09,54.48,64.98
2010-03-16,13.7,40.2,67.5,16.99,58.37,26.15,72,34.9,33.38,17.68,31.8,52.05,126.82,21.52,62.81,43.03,28.59,52.49,64.53,80.14,36.74,28.91,16.72,62.08,24.29,51.74,71.14,28.16,55.04,65.24
2010-03-17,14.36,40.29,68.15,17.23,59.13,26.26,72.67,35.44,33.38,17.66,31.77,51.93,125.92,21.75,62.92,43.58,28.6,52.62,64.83,80.65,36.88,29.16,16.67,62.55,24.34,51.87,70.93,28.36,54.97,66.01
2010-03-18,14.2,40.28,69.61,17.04,58.68,26.34,72.76,36,33.41,17.8,31.66,52.43,126.53,21.71,63.32,43.43,28.72,52.73,65.12,82.11,37.24,29.14,16.69,62.27,24.49,52.26,71.23,28.51,54.99,66.04
2010-03-19,14.16,39.62,69.47,16.78,58.29,26.15,72.97,35.8,33.28,17.68,31.62,52.19,125.87,21.5,63.37,43.24,28.53,53.51,64.98,80.43,36.86,29.12,16.38,62.38,24.66,52.33,71.96,28.61,54.4,65.7
2010-03-22,14.24,40.36,70.64,16.92,58.86,26.28,72.47,36.7,33.58,17.68,31.92,52.65,126.14,21.75,63.36,43.53,28.63,53.31,65.45,80.32,37.09,29.13,16.61,62.42,24.81,52.27,71.34,28.84,54.68,65.63
2010-03-23,14.4,40.52,70.9,17.09,61.28,26.64,72.77,37.21,33.64,17.94,31.84,52.85,127.51,22.17,63.62,44.36,29.64,54.05,65.78,80.82,37.29,29.41,16.99,63.06,24.95,52.77,71.81,29.15,54.94,65.61
